Uniform,Normal,Exponential,Cauchy,Uniform,Normal,Exponential,Cauchy
104,107,92,102,"4,12551751420667",5,"1,34629191145035","3,6587327625325"
94,106,97,111,"1,71175004524963","4,67073844030141","2,50695784984896","6,10285742921077"
125,107,92,101,"9,55389645592494",5,"1,36630311718068","3,41976569094058"
116,107,91,111,"7,15815932142348",5,"1,00639438883014","6,03248598918119"
126,107,106,122,"9,86947931668142",5,"4,74592334974862","8,72022427545158"
99,107,93,118,"3,10800818219033",5,"1,57860450330469","7,84539929118448"
108,99,102,92,"5,2464293516759","3,07663339464012","3,79289333305688","1,18801349090138"
116,99,96,117,"7,22352956034694","3,12265836503637","2,2096816099694","7,54746889121959"
97,107,92,105,"2,42370723151808",5,"1,32953586163793","4,50326410250293"
108,107,92,111,"5,2386966559658",5,"1,27489721875468","6,1042891858158"
111,107,92,110,"5,92369059333523","4,93804626143974","1,35675033571742","5,62980805746535"
125,105,107,110,"9,40497095744566","4,40065160054234","4,87831775333668","5,66009655881193"
99,107,92,108,"3,10516194094827",5,"1,16086997826541","5,32182960064181"
101,107,92,105,"3,60223499435415",5,"1,26657870122079","4,39607784948171"
119,107,98,105,"8,01341140196889",5,"2,63979873381752","4,59009795332842"
96,107,91,103,"2,27819183068444",5,"1,03789600980367","4,03405040931377"
127,107,100,110,"9,9175959587997",5,"3,17958972612367","5,85297606032"
114,107,95,91,"6,72895291108297",5,"1,94214777040382",1
96,97,98,108,"2,12723043382482","2,46443935689834","2,77449082952741","5,29018030843191"
99,92,96,112,"2,88682826250563","1,22004376302492","2,37432053777778","6,13141159086025"
126,98,92,127,"9,81854657711455","2,86027513833289","1,27574135776806",10
96,107,92,108,"2,32713466210334",5,"1,26271456529543","5,34599806727901"
118,107,94,120,"7,64207445330704",5,"1,64733012231445","8,17944528363864"
112,101,95,92,"6,31127755344123","3,45914338276003","1,97307817277175","1,32045456714256"
118,96,92,107,"7,64026656601872","2,23623325301956","1,35574977551472","5,03388842671856"
110,107,95,121,"5,62786679216211","4,95174498186982","1,98651506414907","8,42197033502926"
91,107,93,102,"1,01443913982487",5,"1,44545485089205","3,86595477049515"
110,102,92,107,"5,8270085458595","3,64641068257126","1,32487273138824","5,11348454672206"
96,101,100,104,"2,22800677713466","3,54790354659807","3,18696674971528","4,27630031849209"
107,107,96,108,"4,88492488659037",5,"2,27081929555909","5,24418554965317"
114,107,93,109,"6,74587896752552",5,"1,54697437230314","5,49193683812359"
123,107,98,91,"8,99889335274522","4,92428480469601","2,77020913944347",1
108,99,99,106,"5,23795405177238","3,12469338465508","2,95939883759282","4,72259282071852"
125,104,101,111,"9,48689955577552","4,17980970062181","3,45629941169615","6,10014269698617"
98,104,98,99,"2,66198903289418","4,20266685778795","2,83210169118452","3,11306148226049"
99,107,92,114,"2,95541848407119",5,"1,29502704432487","6,86536537946265"
96,107,92,114,"2,14949782643116",5,"1,3291876874086","6,67997482938127"
107,107,94,119,"4,92291437704411",5,"1,64473290012233","7,99583918095509"
111,107,92,91,"6,0039480495713",5,"1,14251281796419",1
113,97,95,119,"6,53355899860126","2,46180690615341","2,10204259581526","8,05997788447588"
102,107,94,113,"3,69298057044891",5,"1,6278583573663","6,5111942483579"
125,107,101,99,"9,52946070539096",5,"3,53031397843851","3,11391889931187"
95,105,94,126,"1,98205528072483","4,43084092718712","1,77096234177484","9,64020008682691"
111,107,95,110,"6,06264410144523",5,"2,03978364790534","5,67733619545074"
114,103,96,112,"6,78331026223253","4,10745695041889","2,15585898574633","6,24094932368913"
107,107,96,105,"4,96241416535815",5,"2,26373342494206","4,40929229329563"
99,107,93,91,"2,90552729092806",5,"1,41440257058946",1
96,107,100,95,"2,22286605483454",5,"3,1545021304406","2,07192533564398"
97,107,94,107,"2,39917209802999",5,"1,85125720161902","5,05914094179382"
109,102,91,113,"5,58366470659358","3,84621959183921","1,08668436624938","6,56083668163258"
115,107,98,112,"6,92264319422734",5,"2,75553956534926","6,12800941996428"
94,107,93,101,"1,80995813757318",5,"1,40631992509641","3,59126924520017"
126,102,107,116,"9,81198183342533","3,80404916560853","4,88448788545873","7,27138539926081"
123,103,93,111,"9,07704694994771","3,8852937796836","1,46850980201526","6,08586492478394"
100,107,92,108,"3,28172028587262",5,"1,30047643573999","5,22845351824192"
116,107,101,109,"7,17303965702173",5,"3,4762041895593","5,47333876510384"
99,107,92,122,"2,96361194206773",5,"1,14203581886698","8,84411700902454"
108,107,96,110,"5,2873608941173",5,"2,13595679387786","5,83001630479179"
111,107,98,114,"5,97135253777898",5,"2,73943838135161","6,81121832052365"
100,107,95,112,"3,12850321325428",5,"1,95878336423779","6,18996124957204"
97,107,91,114,"2,40870092441243","4,93873304244566","1,11851000302138","6,66448418453195"
106,105,92,112,"4,72499299748126","4,54585434165037","1,21593513172123","6,12577291748845"
99,107,91,127,"3,07779416616957",5,"1,08428587174925",10
125,102,96,106,"9,442618056079","3,76637507350619","2,29871312148765","4,68666161455375"
123,107,102,110,"9,05913263607561",5,"3,62799158642432","5,85291446579833"
103,107,105,113,"4,11713157077617",5,"4,62308960228703","6,4571321702024"
111,107,93,111,"6,06268636587604",5,"1,59910123454143","6,09324897613511"
110,107,92,91,"5,74606084244183",5,"1,36610915100431",1
110,107,95,91,"5,85302713661959",5,"1,91285285754383",1
119,92,95,115,"7,96364521617837","1,31892793330802","1,95210290516081","6,92863414273209"
112,107,97,106,"6,21109306716512",5,"2,55309957245936","4,80264443759021"
125,94,91,111,"9,61776327587003","1,86501481916661","1,10533838668536","6,04539428684633"
94,107,93,109,"1,69317007159122",5,"1,43847410119042","5,37880989554691"
114,107,92,113,"6,724355994079",5,"1,3197243487181","6,56402668471926"
119,107,92,111,"7,99770305285408",5,"1,24876696685643","6,00813874267546"
93,107,97,112,"1,50904086544553",5,"2,56785233051665","6,24410403032513"
118,100,108,119,"7,79026337697724","3,26616848232442","5,15530132498693","7,88860056316225"
122,107,94,127,"8,82758334802404",5,"1,75168638183105",10
122,105,96,110,"8,69029249248786","4,56981147882639","2,24963782544124","5,75185642198924"
101,107,93,113,"3,4910768987934",5,"1,46257716586226","6,40722174761484"
122,107,95,94,"8,87407297839069",5,"2,0932277382213","1,82250986325099"
107,107,95,111,"4,90495328909515",5,"1,8843410231524","5,91396424509822"
112,107,96,91,"6,33396144805908",5,"2,14931402865277",1
117,107,103,103,"7,37610305016984",5,"4,05358173999033","3,92068650633604"
125,107,99,91,"9,40062242023018",5,"2,87909407028685",1
105,99,91,110,"4,4850055283598","3,09204237927146","1,00615452303094","5,67119064321973"
110,107,92,100,"5,68421932669777",5,"1,33344226870254","3,29516695484993"
108,107,105,109,"5,22511784307401",5,"4,4644193622502","5,55963919914823"
119,101,99,124,"8,07501147712245","3,59677584712543","2,90232271368287","9,28106674632487"
94,100,93,109,"1,71580968553753","3,33934227573207","1,38587268041045","5,47343325632539"
100,105,103,109,"3,35722542402766","4,55850398117291","4,10784799560871","5,57568033837462"
121,106,96,109,"8,59564309373843","4,80794769056603","2,20487699170258","5,53931190741141"
117,107,96,113,"7,52640093325873",5,"2,34008466112579","6,50514964635102"
100,107,94,122,"3,16454299990562","4,98084194857397","1,82761205261756","8,84101126076741"
95,96,97,127,"2,06901002651906","2,16554062594157","2,47113082204485",10
122,107,93,107,"8,72680248406775",5,"1,44091166156436","5,01163430167989"
117,107,91,105,"7,59084802579491",5,"1,08369227161415","4,53902156952729"
97,98,97,112,"2,60070146157829","2,7062232815034","2,41259948815832","6,15480588912499"
118,107,94,100,"7,62586455884358",5,"1,6519079791235","3,30655208288627"
94,107,99,110,"1,83430418554932",5,"3,04828831631473","5,85169739926135"
107,95,95,117,"5,06209367894492","1,99329892565997","2,08699007029194","7,53848757827415"
101,102,96,111,"3,39206078098877","3,8587208282047","2,35962057932051","6,02625574472565"
100,107,91,127,"3,18371517075181",5,"1,07001674029814",10
121,107,92,108,"8,58627794767247","4,89174746873846","1,16664715002108","5,28439091480327"
101,103,99,111,"3,38899913837316","4,09869084035291","2,97381725066461","6,02779894884185"
127,107,91,109,"9,93864144953421",5,"1,00392829730706","5,4091133389846"
114,107,96,113,"6,75091050328226",5,"2,36351550189865","6,40147850525984"
126,107,95,109,"9,79352559609087",5,"2,02587435014557","5,48385366839657"
126,107,92,104,"9,64128746758552",5,"1,23811309858973","4,31832399683063"
102,107,94,110,"3,83990990948975",5,"1,83579569912962","5,75957377397259"
94,96,94,109,"1,75958982465587","2,14529933734138","1,72190172896531","5,60539878766964"
122,100,99,91,"8,84129528673081","3,3451467770881","2,89864325111288",1
116,103,93,101,"7,15260925271099","4,04267537807181","1,57009386930796","3,56875983218473"
108,103,94,113,"5,31910090147182","3,89957049872583","1,73646274555358","6,48276084137669"
126,107,92,106,"9,68528872725256",5,"1,26473990416178","4,68099028277748"
122,92,98,118,"8,70284119107911","1,19843941287284","2,75185946227145","7,65145106869988"
98,107,91,102,"2,64376752635918",5,"1,1182073958755","3,72611863878628"
109,107,99,91,"5,48721885241589",5,"3,10004055308821",1
101,96,94,116,"3,4674204172057","2,24030236023225","1,69145994551135","7,29137687603424"
108,107,93,110,"5,18498096703272",5,"1,43090654668593","5,80051025116018"
97,107,107,91,"2,62432548333388",5,"4,89628154285657",1
103,100,103,93,"3,89185986712046","3,22595757268979","4,01107874886436","1,56750022255073"
108,95,92,107,"5,34881030092826","2,09964318497896","1,14832145808944","5,01765953726668"
116,107,91,112,"7,16257372623582","4,92227018771944","1,10766202421297","6,31282098867636"
111,107,91,107,"5,88999694703795",5,"1,02900141002619","5,00490315633955"
111,107,98,121,"6,04983718399886",5,"2,83566072941589","8,52588999885732"
114,107,95,102,"6,83597329869379",5,"1,92362598001063","3,86343883100036"
92,107,91,110,"1,33408049622113",5,"1,06524360905153","5,8649208834642"
107,107,103,103,"4,95534791341246",5,"3,95979628950907","3,97478947926921"
100,107,93,112,"3,15949499759512",5,"1,50064897017315","6,16111816376454"
99,99,92,106,"2,87519658222884","3,05421018659625","1,22186151884868","4,70360725573181"
124,107,95,99,"9,20594200669041",5,"2,0486894025239","2,93990277014096"
104,104,92,114,"4,2534432211336","4,34760186486479","1,34578309521567","6,73959838238507"
122,107,92,94,"8,83752028139829",5,"1,24096321370089","1,67831319112913"
99,107,93,117,"3,12066839866993",5,"1,38702972975806","7,45953265436775"
97,107,93,103,"2,54224428650763",5,"1,60844213621258","3,90545702884262"
104,103,94,107,"4,3062597887716","4,10647111960519","1,6347348285327","5,04548645680745"
103,107,91,107,"3,96993330873219",5,"1,11941484603772","5,02659118981683"
93,103,94,111,"1,51683981074764","3,93080690217293","1,81176796785421","5,88227840487662"
124,98,93,111,"9,20191559074901","2,85771705863563","1,60808531252379","5,98882192797777"
92,103,92,91,"1,34459580605095","3,94837265723617","1,29098956040992",1
91,107,99,111,"1,09675022858718",5,"3,04861774731286","6,08265912839913"
110,107,92,115,"5,65132079720436",5,"1,31399292943933","6,98279841550635"
124,107,91,123,"9,1297162527199",5,"1,04186854794816","8,89208252375832"
118,99,92,104,"7,83215687007605","3,11106301277179","1,25267703121986","4,22685340940207"
110,107,94,109,"5,71994209698302",5,"1,84697827889324","5,38296149227884"
107,105,127,103,"4,95520890053782","4,50022904092377",10,"4,08839368533787"
109,107,96,117,"5,53498439752607",5,"2,13396467612429","7,60435987490618"
97,97,95,116,"2,55511718205718","2,38900334872417","2,01941113896788","7,25673456716017"
107,107,93,115,"4,88803576340064",5,"1,52951183471204","7,00989612770963"
97,107,92,112,"2,39949935552731",5,"1,36106677789829","6,21221693285511"
126,95,92,114,"9,71543124491369","1,96882666643371","1,36565432052682","6,7113431548109"
91,102,105,106,"1,04686944368263","3,67258150338239","4,59700305971743","4,6880941574371"
117,105,92,126,"7,42875713394518","4,50836542986349","1,15590969457212","9,75918210107426"
106,104,93,91,"4,8317267951248","4,18321090987609","1,42351007628796",1
95,107,103,107,"2,03219293637297",5,"3,93473541816841","4,88681781139764"
121,107,91,115,"8,56075824831935",5,"1,02348926525981","7,0923646961079"
123,107,91,110,"8,94216877000717",5,"1,11001342641987","5,75452057626322"
125,107,97,110,"9,46547267305363",5,"2,47214916673455","5,84474292609828"
98,106,95,127,"2,74456730682188","4,80709052557214","2,01996873048998",10
108,96,91,104,"5,18252293404401","2,14355676062458","1,11277867529516","4,13440059590857"
99,103,107,111,"2,95000247340755","4,11797296241037","5,04831455922557","6,02798489230172"
106,106,93,107,"4,81055755483359","4,85487043357938","1,43782287034288","4,93687322878551"
97,107,95,117,"2,60917206582168",5,"1,99808476782809","7,45890457240586"
125,107,96,105,"9,56074864243096",5,"2,15121704040545","4,59048160187781"
124,107,93,125,"9,33081662660847",5,"1,43369475966872","9,55369964662342"
108,101,92,103,"5,24618256040741","3,61044221471826","1,34745785135492","4,0134003319262"
124,92,96,113,"9,15645778030579","1,13160399294868","2,23153626153732","6,54406185008839"
117,105,93,100,"7,50059967532192","4,61460756300897","1,62312394894353","3,26964033180689"
99,103,99,119,"2,9023105669081","3,9930414767729","3,01028977074168","7,95014039359675"
108,100,92,107,"5,36842868358583","3,26010596499783","1,22426103134768","4,98100606900581"
93,107,94,112,"1,53829659473523",5,"1,79213440583238","6,19137368893447"
104,107,93,108,"4,14192705731063",5,"1,50686271649252","5,17445270139717"
111,107,96,107,"5,96911376259623",5,"2,16475448356661","4,93336942046499"
92,107,101,111,"1,34831339750734",5,"3,37861362364651","6,08700817878027"
122,107,94,91,"8,86664774975766",5,"1,76099611893983",1
95,107,93,108,"1,89374964000722",5,"1,50133914483852","5,3734896164668"
116,97,91,111,"7,33369965937083","2,59140021477849","1,00257369406477","6,12146551736266"
97,107,93,108,"2,61732542051608","4,88658097057595","1,45153513768174","5,26761797155123"
104,107,92,109,"4,30266769440997",5,"1,14292747837989","5,56039171014718"
112,107,94,91,"6,22377820719551",5,"1,62776338155515",1
109,107,95,108,"5,60352875526035",5,"1,90465286205835","5,2151751004664"
99,107,95,106,"3,11459808167874",5,"2,11832936124445","4,65336283890849"
101,107,94,91,"3,46975609222417",5,"1,72997493207623",1
121,91,92,118,"8,37731885617292","1,05719561249264","1,13023737218052","7,86603697123344"
95,107,94,112,"2,04458394200781",5,"1,82702848392495","6,25534293238269"
108,100,97,91,"5,15965357425601","3,30569494065504","2,56475815119386",1
110,97,95,108,"5,87263636183873","2,45239200450569","1,90801598180496","5,34465966467244"
117,107,94,108,"7,44913227591028",5,"1,81503979359712","5,22009527621538"
118,107,91,110,"7,76856465353599",5,"1,12324549444584","5,64300225273174"
96,107,95,112,"2,29479106992566",5,"1,98338781708562","6,16305528905014"
110,107,92,119,"5,72177688844175",5,"1,25990692803393","8,04335691131175"
98,107,102,116,"2,74378425840971",5,"3,86040205420612","7,29054229539484"
101,107,93,127,"3,37514881912885",5,"1,43919927771079",10
120,107,96,109,"8,22889516680524",5,"2,14002300339939","5,49063537164756"
92,104,100,106,"1,28247829573579","4,24721615121969","3,18794017807233","4,68383027238676"
103,107,92,115,"3,9826992678614",5,"1,29589692394362","7,09378242947713"
125,103,96,109,"9,43351378123803","3,94819953065438","2,23924083152377","5,61577286102551"
121,107,92,95,"8,48694034209833",5,"1,15271743190813","2,02105555650326"
126,105,97,108,"9,85423930157147","4,60111264215552","2,41270536635842","5,36237499705595"
116,107,91,109,"7,34094923733378",5,"1,11766405846338","5,58357491735695"
103,107,95,116,"3,96536571491382",5,"1,87996739192103","7,13432655834165"
112,107,96,99,"6,2559662387119",5,"2,12888120402608","3,00355878421814"
109,107,98,106,"5,44184374416847",5,"2,77653182451975","4,74220883856646"
106,91,95,114,"4,87417668946225",1,"1,87727843919371","6,62788797970364"
118,107,109,114,"7,8285675201419",5,"5,39411201821907","6,72194887059752"
115,107,95,101,"7,04769357444112",5,"1,8890826758574","3,52710452507188"
111,96,96,97,"6,03668656130163","2,23271368699978","2,13973228464444","2,52186165543851"
111,107,101,108,"6,02773946098891",5,"3,59743733498464","5,27680914036637"
111,97,92,107,"6,00659846770199","2,53861544870463","1,16921215766623","5,12203513704318"
93,107,99,91,"1,57564489500379",5,"2,92952214889253",1
98,107,97,108,"2,6834103051388",5,"2,49559705542291","5,17715787142206"
111,107,92,100,"5,92175104025953",5,"1,28504511343997","3,1647682606573"
108,107,91,117,"5,18669961590459",5,"1,08508477443278","7,43506192023446"
95,107,94,127,"2,04083114833245",5,"1,63790718845267",10
125,104,96,127,"9,51530064439846","4,16613445696728","2,18058567810008",10
95,102,112,110,"2,10609975725293","3,74683685403094","6,18353944974881","5,79788857439826"
112,107,94,107,"6,36539558878172",5,"1,63463626424407","4,98058048280446"
108,107,92,124,"5,20933168713409",5,"1,27648447386344","9,2082187250777"
122,107,94,116,"8,76417026615225",5,"1,72920035754926","7,16691545599108"
102,107,91,106,"3,78439948803279",5,"1,01158505953946","4,64931356588664"
108,107,97,117,"5,22458390527667",5,"2,40694648030355","7,5652031644614"
104,107,94,103,"4,34886506467016",5,"1,73474133205286","3,96965512842726"
100,107,93,91,"3,29207419289511",5,"1,52104041123856",1
110,103,96,106,"5,69999107484862","3,95847050662367","2,23169086643831","4,64133522266203"
118,107,97,110,"7,78188324652223",5,"2,56474500103376","5,84004129658544"
111,107,99,101,"5,89410109102734",5,"2,93675989809064","3,37915211367518"
104,107,103,102,"4,16570384764703",5,"4,03141631384738","3,64498845711526"
102,107,99,118,"3,67726708751118",5,"2,9239681349105","7,76096997505379"
96,107,97,118,"2,34721365078599",5,"2,41980233956042","7,63351944950674"
115,107,100,91,"6,95415620283887",5,"3,22903203097438",1
108,105,95,108,"5,16807321146717","4,52069523137172","2,06228437508885","5,13993816269031"
113,100,109,114,"6,5322632382692","3,28828873072083","5,4721598157179","6,77090455956236"
117,107,93,110,"7,42855566039466",5,"1,58798259172872","5,84977630036979"
114,107,95,107,"6,67326163328788",5,"2,00940714431106","5,03590707395403"
121,107,93,119,"8,49140368503982",5,"1,44611751711599","8,08613258452906"
94,107,95,113,"1,82007022895427",5,"1,94966621909196","6,49707855697636"
98,107,99,113,"2,6389614465169",5,"2,9097788200169","6,52490166086746"
107,103,95,107,"4,96720813693481","4,08526135700986","1,88586280905272","4,99208814743573"
123,106,92,95,"9,07527499384394","4,6949327207607","1,29649729959621","1,87731266419568"
93,98,92,107,"1,52433947150018","2,83574572950861","1,1322068018865","4,87655587466233"
121,105,91,120,"8,61308067962151","4,47565285108901","1,05444070839715","8,23441350545383"
117,107,99,114,"7,46974336997583",5,"2,95329393533588","6,81069538995375"
110,107,98,96,"5,62617791219018",5,"2,70246066125561","2,13048390331119"
119,107,98,108,"7,89609962729334",5,"2,85449354371887","5,31322981185819"
98,107,91,103,"2,70764490847241",5,"1,02180493933515","3,93502690064045"
99,107,105,107,"3,07709617759656",5,"4,37939046253688","4,989342964378"
119,107,93,91,"7,9625445623915","4,92355905965305","1,51249559198041",1
120,104,92,108,"8,2855895741015","4,18166542391493","1,2349847458056","5,14914626063371"
97,100,93,127,"2,55756604158576","3,18067718328565","1,51045904943468",10
124,107,91,108,"9,20457211783539",5,"1,04723338718822","5,14947152261107"
105,107,95,101,"4,56463741520305",5,"1,97492545910153","3,38793400016923"
97,107,93,91,"2,47463716136979",5,"1,58948542053399",1
101,107,95,114,"3,59681763324286",5,"1,95082120905939","6,66940585984517"
116,96,95,98,"7,32871758498571","2,19594488010504","1,99690944869088","2,82586475154366"
107,107,91,116,"4,98566531510482",5,"1,01681102990229","7,32871553541146"
105,104,92,112,"4,38052770336999","4,17171747003925","1,24928204239102","6,31970525717522"
118,107,93,108,"7,78783262397795",5,"1,43846628342447","5,30192248756093"
119,107,93,106,"7,94035275467681",5,"1,60007652953227","4,73746670329026"
92,107,93,109,"1,37459919955617",5,"1,58601531589664","5,44940474448873"
107,107,91,109,"4,90788485657181",5,"1,10140646885728","5,60705891114878"
94,107,95,110,"1,74081589877521",5,"2,1139841020775","5,78356916445044"
118,94,92,95,"7,73323540934623","1,76029156068226","1,23153709466633","2,00004662671913"
